"","human","mouse"
"3305",135458,210554
"3306",122876,217674
"3307",29888,97387
"3308",5311,18764
"3309",94033,67634
"3310",3055,15162
"3311",11182,227659
"3312",84899,70551
"3313",51312,67712
"3314",5799,19276
"3315",84795,74580
"3316",57210,106068
"3317",64105,60411
"3318",23660,22757
"3319",5506,140491
"3320",605,77045
"3321",3902,16768
"3322",146433,76527
"3323",160065,100312987
"3324",8078,22225
"3325",4606,233199
"3326",85366,228785
"3327",629,14962
"3330",9501,380714
"3331",11098,76453
"3332",81889,68636
"3333",201294,70450
"3334",57154,75788
"3335",57551,216965
"3336",83715,56226
"3337",55909,57784
"3338",83716,78892
"3339",2019,13798
"3340",149998,320355
"3341",3422,319554
"3342",80789,109077
"3343",11213,73914
"3344",23144,223642
"3345",83881,27217
"3346",1758,13406
"3347",116328,320492
"3348",134187,75507
"3349",23509,140484
"3350",23059,76779
"3351",7225,22068
"3352",55361,84095
"3353",27238,209416
"3354",22826,68598
"3355",4488,17702
"3356",353288,320864
"3357",166012,71797
"3358",22850,240442
"3359",84894,235402
"3360",4161,17203
"3364",6512,242607
"3366",6899,21380
"3367",23162,30957
"3368",5533,19057
"3369",1112,71375
"3370",401647,71146
"3371",153769,269016
"3372",56172,11732
"3373",3736,16485
"3374",9474,11793
"3375",928,12527
"3376",79993,74559
"3377",167227,70640
"3378",322,11785
"3379",55022,98496
"3380",56953,103850
"3381",6643,67804
"3382",9777,99237
"3383",171425,69634
"3384",79873,213484
"3385",79786,234796
"3386",79642,271970
"3387",2796,14714
"3388",9290,227326
"3389",26123,67590
"3390",51028,70160
"3391",5257,102093
"3392",51433,59008
"3393",9725,208795
"3394",5577,19088
"3395",7204,223435
"3396",1627,56320
"3397",3050,15126
"3398",25801,227960
"3399",7013,21749
"3400",145957,83961
"3401",7167,21991
"3402",1398,12928
"3403",51294,53601
"3404",9262,98267
"3405",5955,26611
"3406",554235,68352
"3407",133396,218624
"3408",80864,81701
"3409",10743,19377
"3410",6772,20846
"3411",92610,211550
"3412",9734,79221
"3413",127623,257962
"3414",84959,72828
"3415",28954,19700
"3416",8641,93701
"3417",10363,66867
"3418",4204,17257
"3419",8801,20917
"3420",116841,67826
"3421",4060,17022
"3430",7291,22160
"3431",58530,114654
"3432",2138,14048
"3433",22929,109079
"3434",114990,246154
"3436",125111,353155
"3437",9211,56839
"3438",26493,258310
"3439",143689,330890
"3440",340069,225497
"3441",25989,71742
"3442",28969,66912
"3443",57732,231125
"3444",79147,243853
"3445",10066,24044
"3446",79026,66395
"3447",56097,93708
"3448",7531,22627
"3449",8624,56088
"3450",8893,224045
"3451",50939,224224
"3452",56135,353236
"3453",23406,72042
"3454",8000,72373
"3455",5780,56294
"3456",2734,20340
"3457",6121,19892
"3458",55735,230935
"3459",49855,244891
"3462",51027,69168
"3463",56134,353237
"3464",51676,65256
"3465",202309,238875
"3466",256380,268297
"3467",83447,73333
"3468",196,11622
"3469",285782,71213
"3470",2736,14633
"3471",2029,56205
"3472",55326,52123
"3473",221833,320145
"3474",5091,18563
"3475",3772,16516
"3476",3034,15109
"3477",284615,545554
"3478",654,12161
"3479",23245,56079
"3480",90701,66286
"3481",22948,12465
"3482",1376,12896
"3483",5583,18755
"3484",3930,98386
"3488",28952,54638
"3489",7249,22084
"3490",112611,69519
"3491",4308,17364
"3492",128853,252864
"3493",51035,225896
"3494",9732,238130
"3495",431707,16875
"3496",4907,23959
"3497",56659,217826
"3498",85462,229474
"3499",10499,17978
"3500",7105,56496
"3501",30062,19434
"3502",10400,18618
"3503",8936,83767
"3504",23312,235380
"3505",9708,93716
"3506",5436,67710
"3507",81573,433667
"3508",11163,71207
"3509",5251,18675
"3517",5836,110095
"3518",210,17025
"3519",51503,66070
"3520",6785,83603
"3521",51659,272551
"3522",6400,20338
"3523",83448,78895
"3524",114787,26913
"3525",5914,19401
"3526",11179,246196
"3527",81855,94280
"3528",387509,100129
"3529",4124,17158
"3530",3351,15551
"3531",90850,213753
"3532",54532,99526
"3533",2161,58992
"3534",10898,54188
"3535",50999,73130
"3536",1649,13198
"3537",1809,22240
"3538",389692,378435
"3539",5069,18491
"3540",922,11801
"3544",665,12177
"3545",147183,70810
"3546",283297,18314
"3547",8896,231889
"3548",1010,215654
"3549",5076,18504
"3550",5536,19060
"3551",8835,216233
"3552",27347,53416
"3553",5919,71660
"3554",10055,56459
"3555",133022,229801
"3556",23646,18807
"3557",57094,329093
"3558",9563,100198
"3559",55839,72155
"3560",10200,68533
"3561",64236,213019
"3562",25798,55950
"3563",6320,20256
"3564",8496,67533
"3565",8877,20698
"3566",54793,105440
"3567",6666,20667
"3568",3604,21942
"3569",23224,319565
"3570",26994,29864
"3572",284992,78016
"3573",79622,78372
"3574",5715,67151
"3575",1757,192166
"3576",54626,15206
"3577",3547,209268
"3578",64802,66454
"3579",29896,101214
"3580",4015,16948
"3581",25897,30945
"3582",257194,320840
"3583",116159,224405
"3585",84445,226154
"3586",114804,217340
"3587",171024,118449
"3588",56146,353234
"3590",79661,72774
"3591",390443,328401
"3592",56164,77485
"3593",199699,23863
"3594",55967,66414
"3595",4210,54483
"3596",22823,17765
"3597",26275,227095
"3598",139760,236781
"3599",7071,21847
"3600",64172,72085
"3601",6543,110891
"3602",6189,20091
"3603",8411,216238
"3604",440695,546801
"3605",390792,237934
"3606",340419,239405
"3607",55635,76131
"3608",221092,68693
"3609",9915,11864
"3610",54097,52793
"3611",3707,320404
"3612",6305,77980
"3613",23223,107094
"3614",4783,18030
"3615",9356,18399
"3616",25978,68942
"3617",56998,67087
"3618",26269,50753
"3619",80712,13984
"3620",4200,107029
"3624",4294,269881
"3625",1527,385380
"3626",91947,66412
"3627",4839,110109
"3628",5704,23996
"3629",1181,12724
"3630",10911,24111
"3631",5440,17749
"3632",51062,73991
"3633",53616,11496
"3634",57415,218734
"3635",2307,14239
"3636",9218,30960
"3637",29911,170833
"3638",29761,30940
"3639",4772,18018
"3640",56253,54698
"3641",83896,69473
"3642",55800,235281
"3643",55200,213522
"3644",140461,78541
"3645",51083,14419
"3646",9603,18025
"3647",63876,208076
"3648",91869,328370
"3649",1857,13544
"3650",921,12507
"3651",85364,67917
"3652",11197,24117
"3653",79882,75553
"3654",330,11796
"3658",284695,54367
"3659",23417,56690
"3660",6146,19934
"3661",3242,15445
"3662",23035,244650
"3663",1411,12957
"3664",3294,15486
"3665",56133,93873
"3669",4897,319504
"3670",55113,381560
"3671",57231,244962
"3672",643226,332309
"3673",8528,70503
"3674",80309,77629
"3675",10991,76257
"3676",9073,54420
"3680",23560,69237
"3681",10962,56772
"3682",9627,67847
"3683",415117,68159
"3684",28964,216963
"3685",22879,270096
"3686",3626,16325
"3687",131408,78408
"3696",54677,74114
"3697",125115,406221
"3698",2843,239530
"3699",92181,327900
"3700",27299,58860
"3701",866,12401
"3702",2060,13858
"3707",164395,74711
"3708",4055,17000
"3709",8559,67229
"3710",3691,192897
"3711",55755,214444
"3712",2000,56501
"3713",147179,68524
"3714",3628,16329
"3715",23588,69554
"3716",64978,60441
"3717",8476,226751
"3718",80216,71481
"3719",79085,66972
"3720",22862,319448
"3723",203447,27206
"3724",57761,228775
"3725",1877,13560
"3726",115827,67295
"3727",55972,319653
"3728",3911,16776
"3729",65078,65079
"3730",154007,67797
"3731",9313,30800
"3732",3705,217837
"3733",56112,93711
"3734",2290,15228
"3735",23221,246710
"3736",399474,623230
"3737",1350,12867
"3738",8192,53895
"3739",23567,26919
"3740",79544,258039
"3741",54470,278097
"3742",23211,330474
"3743",6720,20787
"3744",7753,80902
"3745",123036,74413
"3746",55644,66246
"3747",79959,225659
"3748",11083,23856
"3749",84869,234309
"3750",8814,71091
"3751",6495,20471
"3754",114991,72701
"3755",84057,76915
"3756",284697,100503185
"3757",51059,70363
"3758",8629,16469
"3759",8243,24061
"3760",11159,68708
"3761",10610,20446
"3762",84678,30841
"3763",6443,24051
"3764",54862,212139
"3765",79365,79362
"3766",22856,269941
"3767",134701,382089
"3768",57118,227541
"3769",197407,233887
"3770",22883,65945
"3771",5733,19218
"3772",51305,223604
"3773",9100,22224
"3777",79871,231571
"3778",3619,16319
"3779",112495,67371
"3780",123775,69528
"3781",256364,225898
"3782",1007,12565
"3783",79683,224454
"3784",153129,268706
"3785",144165,106042
"3786",56905,74211
"3787",6660,20678
"3788",2259,14169
"3789",389610,319581
"3790",55652,67739
"3791",3741,16493
"3792",6869,21336
"3793",10482,53319
"3794",7386,66694
"3795",79955,100503041
"3796",80005,68813
"3797",4041,16973
"3798",170575,16205
"3799",131566,73379
"3800",51195,268480
"3801",84266,66400
"3802",26166,626596
"3803",56954,52633
"3804",6094,19881
"3805",9667,224902
"3806",56849,100040972
"3807",204962,242259
"3808",6594,93761
"3809",1903,13610
"3810",10095,11867
"3811",157680,666173
"3812",5709,22123
"3813",3572,16195
"3814",11047,56436
"3815",81796,240726
"3816",79064,66836
"3817",170825,14843
"3821",283237,70387
"3822",7248,64930
"3823",5521,72930
"3824",56113,93710
"3825",113220,16552
"3826",64411,106952
"3827",5797,19274
"3830",7410,22325
"3831",79188,74122
"3832",92799,192192
"3851",22806,22780
"3852",10948,59045
"3853",26470,233878
"3854",56121,93893
"3855",56927,78308
"3856",389125,66175
"3857",7272,22137
"3858",10240,57312
"3859",91782,105513
"3860",79656,67621
"3861",6492,20464
"3862",168544,68910
"3863",283461,545126
"3864",8416,71790
"3865",116447,72960
"3866",152579,212986
"3867",5700,19179
"3868",157313,108912
"3869",124446,68742
"3872",2219,14134
"3873",10618,22134
"3874",51194,76582
"3875",55466,58233
"3876",57561,105171
"3877",63899,106338
"3880",3480,16001
"3881",57563,246293
"3882",441670,258658
"3883",1388,12915
"3884",94121,27359
"3885",25928,66042
"3886",4952,320634
"3887",85301,373864
"3888",8744,21950
"3889",10692,20132
"3890",10919,110147
"3891",338879,75019
"3892",8881,69957
"3893",60370,69534
"3894",55205,328977
"3895",54440,74131
"3896",8822,14171
"3897",3188,56258
"3898",28959,65963
"3899",51170,114664
"3900",117579,212108
"3901",29801,27801
"3902",2799,75612
"3903",5046,18553
"3904",10758,103213
"3905",10096,74117
"3906",3667,16367
"3909",116512,211578
"3912",2140,14050
"3913",26000,68449
"3914",4641,17913
"3915",346389,238455
"3916",440138,207958
"3917",245938,654457
"3918",51720,20184
"3923",7884,20492
"3924",3617,63859
"3925",10973,77987
"3926",11201,26447
"3927",670,68021
"3928",2664,14567
"3929",56704,57339
"3930",10667,69955
"3931",2805,14718
"3932",55521,28105
"3933",474344,231931
"3934",374786,319634
"3942",7267,22129
"3943",112476,69017
"3944",57715,26456
"3945",29969,16543
"3946",30011,58194
"3947",8899,19134
"3948",389336,225443
"3949",163049,244556
"3950",59277,57764
"3951",2784,14695
"3954",55080,213233
"3955",56108,93715
"3956",6049,74132
"3960",245910,246083
"3961",6482,20442
"3962",2295,14238
"3963",8720,56453
"3964",328,11792
"3965",6906,331535
"3966",54842,98682
"3967",1369,93721
"3970",55165,74107
"3971",57526,279653
"3972",221091,68852
"3973",9832,76217
"3974",2011,13728
"3975",2922,225642
"3976",28977,67270
"3977",5511,100336
"3978",192683,56807
"3979",55365,66058
"3980",83884,83885
"3981",55308,13680
"3982",54536,107371
"3983",79633,329628
"3984",93210,320655
"3985",9150,67655
"3986",10164,26887
"3987",5595,26417
"3988",8581,17068
"3989",5244,18670
"3990",54733,72022
"3991",50859,72902
"3992",6499,108077
"3993",54558,67946
"3994",2762,218138
"3996",10402,54613
"3997",118,11518
"3998",51209,319642
"3999",1362,12874
"4000",66004,23936
"4001",2551,14390
"4002",60494,70884
"4003",22864,71750
"4004",1272,12805
"4005",94134,75415
"4006",3906,16770
"4007",11230,54637
"4009",147323,170461
"4010",81555,67180
"4011",5529,26932
"4012",728,12273
"4013",4956,18285
"4014",1102,105670
"4015",9719,77794
"4016",57731,80297
"4017",57630,59009
"4018",79132,80861
"4019",10554,55979
"4020",6696,20750
"4021",11164,53893
"4022",90134,170738
"4023",79153,68616
"4024",6570,110877
"4025",55785,13998
"4026",7093,24087
"4027",4824,18095
"4028",118460,72544
"4029",153642,77041
"4030",2125,14027
"4031",10199,67973
"4032",26471,56312
"4033",6788,56274
"4037",84236,76867
"4038",2652,14539
"4039",7110,232286
"4040",317761,75801
"4041",441549,227526
"4042",2584,14635
"4043",9322,106628
"4044",10165,50799
"4045",55079,54713
"4046",26263,71999
"4047",8692,15587
"4048",57575,18526
"4049",147372,320924
"4050",5213,18642
"4051",1996,15572
"4052",10535,69724
"4053",79152,338521
"4054",3996,16897
"4055",4350,268395
"4063",9638,235180
"4064",10947,64933
"4065",51397,69456
"4066",23339,269338
"4067",4931,67459
"4068",7182,22026
"4069",661,67065
"4070",64359,18230
"4071",200014,319965
"4105",7023,83383
"4106",1950,13645
"4107",1663,320209
"4108",3426,12630
"4109",389136,73569
"4110",23092,71302
"4111",55860,56444
"4112",23086,320051
"4113",85416,65100
"4114",9046,13449
"4115",79917,54634
"4116",9450,17084
"4117",343099,73254
"4118",26586,80986
"4119",79155,231130
"4120",388611,69655
"4121",10388,320558
"4151",57486,75805
"4152",84216,320709
"4153",56130,93884
"4154",11133,70394
"4155",125113,268481
"4156",8079,30853
"4157",10694,12469
"4158",6874,228980
"4159",7200,22044
"4160",51110,212442
"4161",11178,211134
"4162",10397,17988
"4163",91683,171180
"4164",26018,16206
"4165",54939,66199
"4166",4857,664883
"4167",373,81003
"4168",6294,224903
"4169",10507,20354
"4170",51582,54375
"4171",56122,93891
"4172",8328,14582
"4173",26507,83674
"4174",219927,353242
"4175",285527,72313
"4178",26354,30877
"4179",1212,74325
"4180",81894,246696
"4181",2897,14805
"4182",8898,77116
"4183",26580,14705
"4184",1893,13601
"4185",6711,20742
"4186",63978,383491
"4187",90161,50786
"4188",57524,268932
"4189",10863,13522
"4190",339977,231296
"4191",3781,140492
"4192",9372,230597
"4193",51634,209003
"4194",2591,14425
"4195",127435,242608
"4196",84298,66225
"4197",4439,17687
"4198",115273,242681
"4199",1592,13082
"4204",9320,14897
"4205",90693,57895
"4206",3779,16533
"4207",54520,70829
"4208",340156,238564
"4209",1176,11777
"4210",4316,17393
"4211",357,110380
"4212",9652,218343
"4213",23041,67074
"4214",1635,320685
"4215",8790,75540
"4218",145447,100504285
"4219",9527,53334
"4220",1445,12988
"4221",10154,54712
"4222",79748,235416
"4225",7434,22355
"4226",6575,20516
"4227",8404,13602
"4228",3581,16199
"4229",259215,433099
"4240",84100,56297
"4241",54768,244653
"4242",440590,230590
"4243",112609,244958
"4244",6227,66481
"4245",100133941,12484
"4248",160140,75311
"4249",285613,225392
"4250",161291,238257
"4251",1791,21673
"4252",7805,16792
"4253",90379,212123
"4254",6850,20963
"4255",10661,16596
"4256",23378,101867
"4257",27121,234130
"4258",839,12368
"4266",5768,104009
"4267",2241,14158
"4268",4704,66108
"4270",7294,22165
"4271",7866,15983
"4272",2752,14645
"4273",163590,240832
"4274",170691,233332
"4275",9550,66290
"4276",10436,14791
"4278",28986,75625
"4279",5293,18707
"4280",1286,12829
"4281",4208,17260
"4282",5104,268591
"4283",55268,52430
"4284",84295,70998
"4285",257364,235406
"4286",1520,13040
"4290",25956,240667
"4291",642,104184
"4292",90050,100504156
"4293",3483,16005
"4294",2184,14085
"4295",221527,193736
"4296",11068,56368
"4297",140578,246048
"4298",51768,67623
"4306",4351,110119
"4321",148014,73032
"4322",81618,64294
"4323",171017,269800
"4324",51809,108150
"4325",54221,268534
"4326",57522,117600
"4327",79861,238463
"4328",537,54411
"4329",80213,68634
"4340",29842,81879
"4341",23205,94180
"4342",4299,17355
"4343",6620,104069
"4344",440097,223843
"4345",149428,171388
"4346",10810,245880
"4347",79570,67149
"4348",6898,234724
"4349",55531,270162
"4350",6187,16898
"4351",6855,20977
"4352",9572,217166
"4359",2202,216616
"4360",54808,69190
"4361",9344,381921
"4362",54107,59001
"4363",1363,12876
"4364",155066,76252
"4365",4223,17286
"4366",80741,114652
"4367",4160,17202
"4368",7173,22018
"4369",5756,19230
"4370",3658,64602
"4371",85477,20259
"4372",22837,319876
"4373",3029,14651
"4374",8799,18632
"4375",55611,107260
"4376",22884,207615
"4377",79772,78771
"4378",11202,259277
"4379",4233,17295
"4380",2115,14009
"4381",25923,109168
"4382",10127,74120
"4383",79822,268970
"4384",10106,52468
"4385",64582,238252
"4386",1796,13448
"4387",80243,109294
"4388",9338,237052
"4389",253980,233877
"4390",8111,238377
"4391",9371,16569
"4392",23095,16561
"4393",284266,620235
"4394",51168,17910
"4395",10166,18408
"4396",54890,268420
"4397",192666,75706
"4398",7869,20347
"4399",79784,71960
"4400",81849,26938
"4405",201799,320782
"4406",57488,52635
"4407",55084,109205
"4408",50507,50490
"4409",55090,192191
"4410",9219,23942
"4414",10600,74112
"4415",116154,74189
"4416",5623,19197
"4417",57623,380993
"4419",10131,68015
"4420",59067,60505
"4421",25890,320712
"4422",10135,59027
"4423",494470,225743
"4424",30820,70357
"4425",91408,70533
"4426",869,12404
"4427",1621,13166
"4428",83643,74186
"4429",85453,239364
"4430",10540,69654
"4431",2244,110135
"4432",63875,27397
"4433",645369,622645
"4434",645,233016
"4435",10660,16814
"4436",81831,74513
"4437",132671,73472
"4438",10407,546038
"4439",9033,329064
"4440",84693,73724
"4441",23475,67375
"4442",140628,14464
"4443",79977,252973
"4444",7476,22421
"4445",203190,213469
"4446",116236,67477
"4447",9210,12155
"4448",9564,12927
"4449",10317,93961
"4450",327657,71907
"4451",9213,19775
"4453",4150,17188
"4454",8763,53599
"4455",11091,140858
"4456",80704,80721
"4457",51199,18080
"4458",93107,66733
"4459",143684,72826
"4460",84838,268417
"4461",594,12040
"4462",257240,245683
"4463",5459,18998
"4464",51123,68036
"4465",54742,76486
"4466",79699,414872
"4467",65056,73274
"4468",4714,67264
"4469",347902,105827
"4470",8190,12587
"4471",83446,67929
"4475",114928,245607
"4476",145567,104718
"4477",57132,67064
"4478",2771,14678
"4479",57818,14378
"4480",4094,17132
"4481",2170,14077
"4482",3419,67834
"4483",65249,212168
"4484",10903,194126
"4485",84101,327799
"4486",2246,14164
"4487",4750,18004
"4488",10733,20873
"4489",54407,67760
"4490",127247,66772
"4491",78999,225875
"4492",55830,76485
"4493",2296,17300
"4494",10276,56349
"4495",10558,268656
"4496",1184,12728
"4497",10956,216440
"4498",113246,14790
"4499",11146,170823
"4500",6655,20663
"4501",9699,116838
"4502",64976,18100
"4503",81502,14950
"4504",56129,93886
"4505",5641,19141
"4506",145264,68054
"4507",55279,72020
"4508",11096,23794
"4509",115286,67582
"4510",3150,15312
"4511",401152,67704
"4512",51564,56233
"4513",116337,208098
"4514",79583,234740
"4515",50484,382985
"4516",4298,64144
"4517",9499,58916
"4518",57520,329152
"4519",1031,12580
"4520",55937,55938
"4521",115,11515
"4522",125336,240411
"4523",8492,19142
"4524",9329,269252
"4525",64843,104360
"4526",54538,74144
"4527",6674,26942
"4528",6745,107513
"4529",6092,268902
"4530",57182,99696
"4531",29781,52683
"4532",83987,434130
"4533",7122,12741
"4534",3654,16179
"4535",4189,27362
"4536",2199,14115
"4537",7088,21885
"4538",987,80877
"4540",2595,76051
"4541",7356,22287
"4542",6518,56485
"4543",220963,66859
"4544",10277,63958
"4545",56947,75734
"4546",8425,108075
"4547",1201,12752
"4548",55609,208968
"4549",55662,319594
"4551",5437,245841
"4553",3148,97165
"4554",26520,30056
"4555",64418,101118
"4556",51538,619605
"4557",6364,20297
"4558",58494,67374
"4559",8557,21393
"4560",10124,11861
"4561",27236,99889
"4562",55175,217194
"4563",55148,66622
"4564",113730,546648
"4565",54940,68095
"4566",51076,66388
"4567",3748,16504
"4568",27153,72306
"4569",2665,14569
"4570",2346,53320
"4571",56888,74287
"4572",1819,13495
"4573",4163,328949
"4580",114987,71354
"4581",148066,20834
"4582",50508,224480
"4583",6609,20597
"4584",10613,226144
"4585",79837,117150
"4586",5886,19358
"4587",60343,66294
"4588",51130,65257
"4589",23414,22762
"4590",1890,72962
"4591",9037,20356
"4592",2898,14806
"4593",23768,399558
"4594",9379,18190
"4595",25885,20019
"4596",9066,54525
"4597",54149,67102
"4598",389840,270672
"4599",1070,12626
"4600",84940,216961
"4601",3703,16430
"4602",5900,19730
"4603",7113,50528
"4604",8859,54402
"4605",23164,26936
"4606",23558,22378
"4607",6302,67125
"4608",85437,67197
"4609",5089,18515
"4610",4685,17968
"4611",55591,215008
"4612",1588,13075
"4613",27339,28000
"4615",81929,72124
"4616",130888,66153
"4617",9826,213498
"4618",5550,19072
"4619",146310,67504
"4620",259,11699
"4621",11315,57320
"4622",197358,268857
"4623",1738,13382
"4624",8372,109685
"4625",51156,217847
"4626",79726,319481
"4627",28972,69019
"4628",549,11992
"4629",283748,78390
"4630",55773,67581
"4631",22836,73296
"4632",5874,80718
"4633",56103,93700
"4634",114788,239420
"4635",5664,19165
"4636",2597,14433
"4643",90843,66684
"4644",5627,19128
"4646",27245,230793
"4647",10294,56445
"4653",163589,214575
"4654",23248,75137
"4655",166614,70762
"4656",147906,629378
"4657",1161,71991
"4658",4528,76784
"4659",23064,269254
"4660",9321,109181
"4661",338662,258854
"4662",5866,74760
"4663",79705,233328
"4664",4199,17436
"4665",83853,252967
"4666",222389,209645
"4667",26015,68925
"4668",65999,243371
"4670",171023,228790
"4671",9140,67526
"4672",2745,93692
"4673",57642,73368
"4674",79689,117167
"4675",79842,75291
"4676",57687,270097
"4677",54885,245638
"4678",51177,67220
"4679",150082,385668
"4680",57492,239985
"4681",1295,12837
"4682",26240,108161
"4683",51700,320635
"4684",4697,17992
"4685",94103,66612
"4686",144132,77505
"4687",2888,50915
"4688",777,12290
"4689",65082,77573
"4690",7049,21814
"4691",1810,13486
"4692",5596,225724
"4693",4089,17128
"4694",3858,16661
"4695",8756,11500
"4696",4116,17149
"4697",54108,93696
"4698",441933,258196
"4699",84152,19049
"4700",25966,207781
"4701",337867,68889
"4702",920,12504
"4703",2237,14156
"4704",6118,19891
"4705",526,11966
"4706",84171,67573
"4707",642968,109349
"4708",79048,75420
"4709",154141,218121
"4710",2309,56484
"4711",51491,28126
"4713",22838,105239
"4714",255189,271844
"4715",6048,54197
"4716",3119,14961
"4717",51,11430
"4718",410,11883
"4719",5653,19144
"4720",9801,56284
"4721",5310,18763
"4722",56882,57912
"4723",152065,243535
"4724",3859,268482
"4725",388364,66601
"4726",84441,270118
"4727",84124,67235
"4728",9867,224938
"4729",115677,329416
"4730",51107,226548
"4731",2491,102920
"4732",6605,57376
"4733",11255,99296
"4734",284,11600
"4735",56897,78903
"4736",79809,73668
"4737",29803,58887
"4738",81579,66350
"4739",390437,258487
"4740",29760,17060
"4741",858,12390
"4742",80034,77771
"4743",196528,77044
"4744",9958,14479
"4745",23030,193796
"4746",79585,78885
"4747",6252,104001
"4748",4486,19882
"4749",6139,319195
"4750",1280,12824
"4751",4048,16993
"4752",23269,29808
"4753",10313,20168
"4754",55204,229593
"4755",374868,50771
"4758",55066,319518
"4759",10732,277353
"4760",55520,114615
"4761",79651,217344
"4762",343702,228787
"4763",10636,51791
"4766",317719,66720
"4767",79648,244329
"4768",57458,319880
"4769",57121,381810
"4770",2660,17700
"4772",85413,70840
"4774",283162,258794
"4775",9672,20970
"4776",55435,211556
"4777",6483,20444
"4778",64102,64103
"4779",2026,13807
"4780",649,12153
"4781",2055,26889
"4782",80823,70237
"4783",81572,68559
"4784",8689,16673
"4785",10424,70804
"4786",11259,78749
"4787",497661,407819
"4788",23210,107817
"4789",4908,18205
"4790",2735,14632
"4791",84077,381798
"4792",84072,67981
"4793",343169,258614
"4794",29967,239393
"4795",55802,75901
"4796",219855,56857
"4797",55806,15460
"4798",387990,75266
"4799",9324,94353
"4800",9712,98910
"4801",9848,71306
"4802",64641,13592
"4803",3281,68196
"4804",3798,16572
"4805",3611,16202
"4806",132851,69281
"4807",11086,244486
"4808",114134,239606
"4809",167691,75782
"4810",8170,27411
"4811",54915,228994
"4812",91862,73608
"4814",51259,68642
"4815",3613,114663
"4816",1859,13548
"4817",79722,77318
"4818",10500,20360
"4819",10076,19273
"4820",4992,258859
"4821",1572,13107
"4822",51116,118451
"4823",8019,67382
"4827",11099,24000
"4828",639,12142
"4829",4205,17258
"4830",170692,208936
"4831",93986,114142
"4832",6891,21355
"4833",286151,78803
"4834",50944,243961
"4835",1678,30058
"4836",91179,224024
"4837",10293,22036
"4838",1175,232910
"4839",55284,66799
"4840",10687,239157
"4841",55586,56727
"4842",3558,16183
"4843",55770,66482
"4844",153768,77619
"4845",53838,72056
"4846",6646,20652
"4847",79630,229600
"4848",1749,13395
"4849",9521,66143
"4850",64711,328779
"4851",64333,216445
"4852",83417,80891
"4853",92305,68366
"4854",9063,17344
"4855",55737,65114
"4856",3373,15586
"4857",2064,13866
"4858",341277,244199
"4859",92912,109161
"4860",51429,66616
"4861",155184,435818
"4862",340273,77706
"4863",9871,69608
"4864",1289,12831
"4865",3487,16010
"4866",3551,16150
"4867",6730,217337
"4868",4331,17420
"4869",58189,67866
"4870",83933,170787
"4871",2587,14427
"4872",3912,16777
"4873",1662,77591
"4874",84230,100604
"4875",694,12226
"4876",51333,244216
"4877",1351,12868
"4878",161931,75773
"4879",55971,66898
"4880",541565,268759
"4881",2520,14459
"4882",29097,98417
"4883",1880,321019
"4884",1108,107932
"4885",158046,75124
"4886",196403,80904
"4889",5923,19417
"4890",201475,19328
"4891",29906,225742
"4892",5214,56421
"4893",56929,240263
"4894",1833,13516
"4895",2870,26385
"4896",84303,66098
"4897",7546,22772
"4903",53358,20418
"4904",4170,17210
"4905",152877,74504
"4906",6323,20265
"4907",2830,140741
"4908",440836,70113
"4909",80023,228777
"4910",23161,217463
"4911",3625,16324
"4912",5015,18424
"4913",414157,66765
"4914",56938,272322
"4915",84617,67951
"4916",27286,68792
"4918",50943,20371
"4919",29895,17907
"4920",29110,56480
"4921",55693,244694
"4922",10643,140488
"4923",5865,69908
"4924",3312,15481
"4925",5354,18823
"4926",286128,22701
"4927",5587,18760
"4928",6300,29857
"4929",836,12367
"4938",55691,209630
"4939",54964,229588
"4940",1767,110082
"4941",9044,107182
"4942",10940,67724
"4943",90480,102060
"4944",220296,72927
"4945",51258,66493
"4946",10950,12228
"4947",1955,230316
"4948",22996,230603
"4949",2835,14738
"4950",4852,109648
"4951",4651,17909
"4952",55565,75871
"4953",84628,171171
"4954",10143,403395
"4955",22919,13589
"4956",7099,21898
"4957",154661,242819
"4958",5366,58801
"4959",8726,13626
"4960",794,12308
"4962",55784,244049
"4963",347733,73710
"4964",3992,76267
"4965",149951,99311
"4966",9917,215015
"4967",116039,107587
"4968",84320,72482
"4969",84281,67080
"4970",201163,216805
"4971",121601,320091
"4972",9939,60365
"4973",6781,20855
"4974",199953,230917
"4975",10102,66399
"4976",2272,14198
"4977",84275,70556
"4978",152519,70701
"4979",83943,93757
"4980",4795,18038
"4981",25963,211499
"4982",5650,23993
"4983",8862,30878
"4984",11331,12034
"4985",7409,22324
"4986",2717,11605
"4987",53916,19342
"4988",594855,235415
"4989",83729,16326
"4990",28974,101966
"4991",9993,13356
"4992",2785,14704
"4993",9388,16891
"4994",51013,66583
"4995",5172,23985
"4996",3937,16822
"4997",114757,114886
"4998",11311,22365
"4999",9869,84505
"5000",80762,65113
"5001",8082,16651
"5002",9903,242785
"5003",2632,74185
"5004",23185,217980
"5005",9892,20616
"5006",51086,435766
"5007",64854,69727
"5008",80157,231293
"5009",56104,93699
"5010",129787,211986
"5011",134728,65099
"5012",162681,269033
"5013",222255,380753
"5017",9374,54397
"5018",93035,192190
"5019",8802,56451
"5020",7132,21937
"5021",285605,68857
"5022",80014,52357
"5023",84950,230596
"5024",5238,109785
"5025",64478,94109
"5026",63035,320376
"5027",259232,338370
"5028",5566,18747
"5029",9351,65962
"5030",55500,75320
