"","human","mouse"
"3462",27253,219228
"3463",10490,53612
"3464",922,11801
"3465",2963,68705
"3466",2935,14852
"3467",54884,67442
"3468",7291,22160
"3469",65244,72572
"3470",22836,73296
"3471",7259,22110
"3472",92017,74478
"3473",4062,23934
"3474",26520,30056
"3475",55727,238386
"3476",55554,317652
"3477",57710,207792
"3478",1788,13435
"3479",5529,26932
"3480",810,70405
"3481",7846,22142
"3482",23234,108671
"3483",6004,19734
"3484",49855,244891
"3485",3099,15277
"3486",8780,66878
"3487",3061,230777
"3489",604,12053
"3490",80019,226122
"3491",90864,79043
"3492",2729,14629
"3493",8936,83767
"3494",196,11622
"3495",55165,74107
"3496",9743,330914
"3497",54768,244653
"3498",9140,67526
"3499",4761,18013
"3500",83446,67929
"3503",1280,12824
"3504",9528,56374
"3505",1588,13075
"3506",55511,270599
"3507",10562,380924
"3508",221960,231874
"3509",3927,16796
"3510",55214,210530
"3511",10554,55979
"3512",3741,16493
"3513",3070,15201
"3514",7023,83383
"3515",4604,109272
"3516",8085,381022
"3517",55512,58994
"3518",1287,12830
"3519",84124,67235
"3520",10665,407788
"3521",56929,240263
"3522",80736,70129
"3523",51621,50794
"3524",57460,319468
"3525",79173,74666
"3526",5585,320795
"3527",552,54140
"3528",7201,22045
"3529",7025,13865
"3530",944,21949
"3536",79684,235184
"3537",7101,21907
"3538",22795,18074
"3539",363,11831
"3540",22838,105239
"3541",10733,20873
"3542",57205,231287
"3543",54496,214572
"3544",9136,27966
"3547",7681,22652
"3548",2587,14427
"3549",202,11630
"3550",329,11797
"3551",571,12013
"3552",5655,69540
"3553",2109,110826
"3554",646,12173
"3557",5091,18563
"3558",192666,75706
"3559",351,11820
"3560",3483,16005
"3561",64108,67775
"3562",10769,20620
"3565",7533,22629
"3566",10076,19273
"3567",9061,23971
"3568",2752,14645
"3569",83449,56523
"3570",1429,12972
"3571",60558,231279
"3572",55294,50754
"3573",23253,106585
"3574",11311,22365
"3575",2771,14678
"3576",80150,66514
"3577",3251,15452
"3578",593,12039
"3579",79960,269424
"3580",91851,83453
"3581",54551,27385
"3582",80216,71481
"3583",1915,13627
"3584",1154,12700
"3585",57447,29811
"3586",25880,66690
"3587",55364,16210
"3588",5077,18505
"3589",90861,52009
"3590",81501,75766
"3591",22983,56527
"3592",114876,64291
"3593",65265,117171
"3594",514,67126
"3599",1307,107581
"3600",79834,244895
"3601",4293,338372
"3602",6048,54197
"3603",171017,269800
"3604",79722,77318
"3605",55326,52123
"3606",90480,102060
"3607",9051,19200
"3608",8578,380713
"3609",79590,67707
"3610",9254,56808
"3611",5967,19693
"3612",25895,100504608
"3613",10507,20354
"3614",5256,110094
"3615",4956,18285
"3616",5899,64143
"3617",51241,66272
"3618",4913,18207
"3621",932,170813
"3622",79070,72050
"3623",6696,20750
"3624",55365,66058
"3625",9886,69288
"3626",10699,53419
"3627",4209,17261
"3628",55635,76131
"3658",56341,381813
"3660",6117,68275
"3661",2719,14734
"3662",347902,105827
"3663",8822,14171
"3664",10725,54446
"3665",79446,212198
"3666",116986,216439
"3667",54733,72022
"3668",9150,67655
"3669",4969,18295
"3670",4784,18032
"3671",5519,73699
"3672",51296,65221
"3673",57228,207818
"3674",23179,19731
"3675",27291,52013
"3676",287,109676
"3677",51147,28019
"3678",26521,30057
"3679",83439,21415
"3680",23161,217463
"3681",54906,105203
"3682",23632,23831
"3683",6518,56485
"3684",9119,109052
"3685",80183,271221
"3687",2264,14186
"3688",7443,22367
"3689",8905,108012
"3690",23560,69237
"3691",7009,110213
"3692",9228,244310
"3693",55090,192191
"3694",11031,106572
"3695",23078,219189
"3696",8091,15364
"3697",27102,15467
"3698",9128,70052
"3699",4863,244879
"3700",4684,17967
"3701",55681,213326
"3702",2309,56484
"3703",55701,268739
"3704",794,12308
"3705",175,11593
"3706",5756,19230
"3707",23543,93686
"3710",10594,192159
"3711",1660,13211
"3712",51339,59036
"3713",168544,68910
"3714",10195,208624
"3715",9466,50931
"3716",10131,68015
"3717",10526,320727
"3718",1491,107869
"3719",85458,330938
"3720",8074,64654
"3721",10396,11980
"3723",5583,18755
"3724",718,12266
"3725",23035,244650
"3726",2886,14786
"3727",5053,18478
"3728",55272,102462
"3729",747,269060
"3730",23245,56079
"3731",6659,20677
"3732",51176,16842
"3733",912,12479
"3734",9658,329003
"3735",57513,140721
"3736",1750,13396
"3737",11193,22380
"3738",3662,16364
"3739",9183,26951
"3740",7006,21682
"3741",2193,66590
"3742",79188,74122
"3743",79570,67149
"3744",81542,72736
"3745",38,110446
"3746",1946,13640
"3748",57154,75788
"3749",10898,54188
"3750",6484,20443
"3751",3189,432467
"3752",10479,236794
"3753",114548,216799
"3754",5229,225467
"3755",4298,64144
"3756",2249,14175
"3757",79861,238463
"3758",10907,27366
"3759",8802,56451
"3760",29110,56480
"3763",959,21947
"3764",8664,55944
"3765",9361,74142
"3766",7411,22327
"3767",51454,70676
"3768",80741,114652
"3769",2444,14302
"3773",10317,93961
"3774",3706,228550
"3775",1317,20529
"3776",5713,17463
"3777",81626,71836
"3778",23589,52502
"3779",7356,22287
"3780",56998,67087
"3781",5691,26446
"3782",405,11863
"3783",310,11750
"3784",79152,338521
"3785",5587,18760
"3786",9892,20616
"3787",23224,319565
"3788",200081,109658
"3789",58516,56306
"3790",3667,16367
"3791",8318,12544
"3793",157680,666173
"3794",9857,74081
"3795",23164,26936
"3796",1959,13654
"3797",10550,65106
"3798",5950,19662
"3799",4299,17355
"3800",11344,23999
"3801",63943,56299
"3802",7167,21991
"3803",29894,94230
"3804",56158,66654
"3805",9046,13449
"3806",2597,14433
"3807",3603,16170
"3808",7178,22070
"3809",6768,19143
"3810",221092,68693
"3811",54893,233315
"3812",81563,69399
"3813",170680,57390
"3814",9826,213498
"3815",6533,21366
"3816",51027,69168
"3817",5160,18597
"3818",8470,234214
"3819",55324,27406
"3820",27236,99889
"3821",54674,16981
"3822",30827,74322
"3823",6121,19892
"3824",7450,22371
"3825",6091,19876
"3826",1102,105670
"3827",8645,16529
"3828",2819,14555
"3829",1807,64705
"3830",10940,67724
"3831",22909,330554
"3832",1642,13194
"3833",2004,13713
"3834",64221,19649
"3835",2043,13838
"3836",54862,212139
"3837",8226,67365
"3838",9474,11793
"3839",5354,18823
"3840",57062,27225
"3841",3355,15557
"3842",57096,77945
"3843",55301,99035
"3844",55638,319613
"3845",3915,226519
"3846",51533,71838
"3858",4233,17295
"3859",10413,22601
"3860",51029,78825
"3861",11100,232989
"3862",9379,18190
"3863",92154,244654
"3864",7225,22068
"3865",56899,77531
"3866",7553,223669
"3867",51320,240396
"3868",211,11655
"3869",1181,12724
"3870",25864,68644
"3871",1345,12864
"3872",29951,239618
"3873",9306,54607
"3874",8668,54709
"3877",7113,50528
"3878",10245,21855
"3879",2295,14238
"3880",55916,237082
"3881",81932,72748
"3882",4168,109904
"3883",64745,52535
"3884",5440,17749
"3885",22858,56542
"3886",10369,12300
"3887",284266,620235
"3888",5613,19108
"3889",10840,107747
"3890",8909,19011
"3891",2241,14158
"3892",2530,53618
"3893",55534,433586
"3894",1736,245474
"3895",29803,58887
"3896",23136,13823
"3897",57596,380785
"3898",4258,211666
"3899",10600,74112
"3900",9643,56397
"3901",65108,17357
"3902",9376,19879
"3903",192286,67044
"3904",1832,109620
"3906",23168,76246
"3907",9093,83945
"3908",51409,69536
"3909",64112,64113
"3910",5627,19128
"3911",56521,30045
"3912",778,54652
"3913",9699,116838
"3914",10628,56338
"3915",55102,76559
"3916",23097,78334
"3917",1288,94216
"3918",8273,214601
"3919",55500,75320
"3920",10761,56096
"3921",7368,22239
"3922",4331,17420
"3923",1108,107932
"3924",55285,237073
"3925",26586,80986
"3926",55576,192188
"3927",56953,103850
"3928",284,11600
"3929",2664,14567
"3930",2026,13807
"3931",10138,67057
"3932",4092,17131
"3933",2639,270076
"3934",81537,81535
"3935",6723,20810
"3936",23185,217980
"3937",51025,66449
"3938",80704,80721
"3939",54107,59001
"3940",8858,66901
"3941",8001,110304
"3942",79023,69736
"3943",55010,75317
"3944",1773,13419
"3945",25819,12457
"3946",9194,20503
"3947",5146,110855
"3948",23074,75089
"3949",55721,230767
"3950",811,12317
"3951",4026,210126
"3952",1831,14605
"3953",953,12495
"3954",57037,217473
"3955",23109,13199
"3956",9920,74901
"3957",22797,21426
"3958",115,11515
"3959",9785,64340
"3960",717,12263
"3962",670,68021
"3963",79971,68151
"3964",5932,225182
"3965",3936,18826
"3966",10499,17978
"3967",57214,80982
"3968",4087,17126
"3969",3423,15931
"3970",498,11946
"3971",50628,276919
"3972",5763,69202
"3973",54205,13063
"3974",6674,26942
"3975",3909,16774
"3976",10127,74120
"3977",4214,26401
"3978",51218,73046
"3980",5214,56421
"3981",361,11829
"3982",10960,66890
"3983",6610,20598
"3984",10102,66399
"3985",2055,26889
"3986",745,225908
"3987",9848,71306
"3988",9370,11450
"3989",10755,67903
"3990",25818,68668
"3991",3600,16168
"3992",2079,13877
"3993",56936,380768
"3994",9047,27371
"3998",2779,14685
"3999",5073,74108
"4000",27239,14788
"4001",2199,14115
"4002",4900,64011
"4003",6156,19946
"4004",10580,20411
"4005",51076,66388
"4006",50810,29877
"4007",51411,668218
"4008",80124,70675
"4009",8528,70503
"4010",23564,51793
"4011",1620,56710
"4012",11126,54215
"4013",1737,235339
"4014",63973,11924
"4015",3658,64602
"4016",2534,14360
"4017",6337,20276
"4018",23355,209018
"4019",55680,70432
"4020",56999,101401
"4022",79140,66264
"4023",6159,19944
"4024",56180,70380
"4025",4041,16973
"4026",4795,18038
"4027",26232,230904
"4028",1021,12571
"4029",5874,80718
"4030",3426,12630
"4031",7514,103573
"4032",55313,223978
"4033",81621,107250
"4034",8110,70127
"4035",8600,21943
"4036",2583,14421
"4037",8314,104416
"4038",58517,67039
"4039",25861,73750
"4040",4033,16970
"4041",23648,72475
"4042",3918,16782
"4043",11215,219181
"4044",6132,26961
"4047",114088,94090
"4048",4082,17118
"4049",10233,16977
"4050",1662,77591
"4051",11315,57320
"4052",56957,229603
"4053",6775,20849
"4054",83448,78895
"4055",145389,625098
"4056",91,11479
"4057",4839,110109
"4058",8819,60406
"4059",25900,320678
"4067",83604,192216
"4068",27309,30932
"4069",347733,73710
"4070",10640,105504
"4072",1173,11773
"4073",11202,259277
"4074",7936,27632
"4075",123803,18203
"4076",9730,321006
"4077",7866,15983
"4078",4713,66916
"4079",2042,13837
"4080",4879,18158
"4081",5089,18515
"4082",4261,12265
"4083",11096,23794
"4084",6906,331535
"4085",83480,67049
"4086",990,23834
"4087",11260,73192
"4088",10623,74414
"4089",29103,66148
"4090",54538,74144
"4091",5218,18647
"4092",55148,66622
"4093",5966,19696
"4094",9811,269037
"4095",5797,19274
"4096",55171,70573
"4097",487,11937
"4098",27344,30052
"4099",2100,13983
"4100",10557,227522
"4101",25893,216781
"4102",63978,383491
"4103",23205,94180
"4104",26285,239931
"4105",6143,19921
"4106",79977,252973
"4107",55227,214345
"4108",79848,211660
"4109",80022,217328
"4110",5355,18824
"4111",9550,66290
"4112",11198,114741
"4113",79726,319481
"4114",5367,110312
"4115",10382,22153
"4116",7547,22773
"4117",5630,19132
"4118",4528,76784
"4119",55195,67082
"4120",11162,229228
"4121",5345,18816
"4122",1038,631990
"4123",1842,407800
"4124",94,11482
"4125",58529,59011
"4126",59343,75826
"4127",1589,13079
"4128",11145,225845
"4129",3181,53379
"4130",5563,108079
"4131",4775,18021
"4132",5832,56454
"4133",7421,22337
"4134",3273,94175
"4135",3982,233187
"4136",3845,16653
"4137",26054,215351
"4139",131408,78408
"4140",7479,22423
"4141",23214,74204
"4142",5436,67710
"4143",55937,55938
"4144",5373,54128
"4145",80014,52357
"4146",26091,67345
"4147",10449,52538
"4148",54972,98170
"4149",23704,57814
"4150",9324,94353
"4151",22794,192160
"4152",84901,18020
"4153",10186,108927
"4154",199,11629
"4155",9498,59033
"4156",117247,72472
"4158",8928,14106
"4159",55002,234076
"4160",11040,18715
"4161",79649,320923
"4162",80070,223838
"4163",8798,101320
"4164",51156,217847
"4165",5463,19009
"4166",7386,66694
"4171",3419,67834
"4172",1113,12652
"4173",5144,238871
"4174",522,11957
"4175",9760,252838
"4205",54957,234723
"4206",7027,21781
"4207",55023,83946
"4208",2330,14263
"4209",4646,17920
"4210",56940,105352
"4211",6792,382253
"4212",9742,106633
"4213",1457,12995
"4214",8646,12667
"4215",22891,216049
"4216",9166,55960
"4217",488,11938
"4218",80765,170460
"4219",9445,16432
"4220",79815,223473
"4221",79903,74763
"4222",2799,75612
"4223",83461,14793
"4224",1630,13176
"4225",55716,74775
"4226",60481,68801
"4228",5865,69908
"4229",79863,68731
"4230",55652,67739
"4231",22859,330814
"4232",7162,21983
"4233",57798,67210
"4234",2206,14126
"4235",1594,13115
"4236",79064,66836
"4237",1387,12914
"4238",27258,67678
"4239",51334,71373
"4240",25821,68291
"4241",1286,12829
"4242",51102,26922
"4243",317762,668158
"4244",976,26364
"4245",1281,12825
"4246",9563,100198
"4247",2114,23872
"4248",4089,17128
"4249",9415,56473
"4250",6620,104069
"4251",79589,66889
"4252",79772,78771
"4253",10199,67973
"4254",55435,211556
"4255",10694,12469
"4256",8570,16549
"4257",11228,71323
"4258",836,12367
"4259",26024,71799
"4260",5866,74760
"4261",3350,15550
"4262",55325,192169
"4263",11068,56368
"4264",3625,16324
"4265",2039,13829
"4266",23268,71972
"4267",4151,17189
"4268",225,26874
"4269",57097,101187
"4275",375057,381310
"4276",64848,240255
"4277",23144,223642
"4278",7174,22019
"4279",201163,216805
"4280",26998,59083
"4281",63940,106512
"4282",8192,53895
"4283",22990,54604
"4284",9989,70351
"4285",4951,18261
"4286",2258,14168
"4287",2230,14148
"4288",894,12444
"4289",79026,66395
"4290",1962,74147
"4291",1176,11777
"4292",5174,59020
"4293",5238,109785
"4294",6039,78416
"4295",79885,232232
"4296",7067,21833
"4297",8031,27057
"4298",10858,13116
"4299",7353,22230
"4300",5989,19724
"4301",137886,68053
"4302",4689,17972
"4303",157567,68839
"4304",5650,23993
"4305",57826,72065
"4306",23761,320951
"4307",1733,13370
"4308",1723,56749
"4309",4992,258859
"4310",404672,66467
"4311",81576,67736
"4312",25875,68614
"4313",26580,14705
"4314",931,12482
"4315",8694,13350
"4316",23295,17237
"4317",5223,18648
"4318",3257,192236
"4319",7480,22410
"4320",5955,26611
"4321",55621,212528
"4322",10243,268566
"4323",2495,14319
"4324",11333,231887
"4325",51397,69456
"4326",8082,16651
"4327",1871,13557
"4328",8416,71790
"4329",79789,94040
"4330",362,11830
"4331",2261,14184
"4333",4152,17190
"4334",2549,14388
"4335",2161,58992
"4336",5437,245841
"4337",4978,330908
"4338",9348,83398
"4339",9557,68058
"4340",639,12142
"4341",1361,56373
"4343",5176,20317
"4344",56997,67426
"4345",9950,27277
"4346",58530,114654
"4347",285527,72313
"4348",6636,69878
"4349",56915,27998
"4350",6835,20931
"4351",55144,231549
"4352",22821,19414
"4353",10460,21335
"4354",3645,23920
"4355",5311,18764
"4356",92483,106557
"4357",64208,78977
"4358",7050,21815
"4359",3305,15482
"4368",10400,18618
"4369",57680,67772
"4370",6785,83603
"4371",63899,106338
"4372",10161,67168
"4373",8170,27411
"4374",2313,14247
"4375",2049,13845
"4376",374868,50771
"4377",79874,70314
"4378",51290,67456
"4379",65999,243371
"4380",10296,59003
"4381",56897,78903
"4382",9627,67847
"4383",9869,84505
"4384",54535,240084
"4385",1849,235584
"4386",8436,20324
"4387",4055,17000
"4388",25897,30945
"4390",7917,224727
"4391",79774,66790
"4392",6425,54612
"4393",51433,59008
"4396",55466,58233
"4397",3274,15466
"4398",29104,67768
"4399",594,12040
"4400",9524,106529
"4401",10867,109246
"4402",81855,94280
"4403",4796,72749
"4404",9130,108160
"4405",472,11920
"4406",6572,20508
"4407",3902,16768
"4408",54407,67760
"4409",23274,74374
"4410",80323,381175
"4411",80776,232987
"4412",5025,18438
"4413",3373,15586
"4419",54700,106298
"4420",5651,19146
"4421",25805,68010
"4422",10427,99683
"4423",80045,269604
"4424",7453,22375
"4425",57819,27756
"4426",1487,13016
"4427",50943,20371
"4430",55628,240476
"4431",2621,14456
"4432",6457,20408
"4433",9847,74741
"4434",6936,330361
"4435",6035,19752
"4436",26156,66409
"4437",23332,76707
"4438",25837,328778
"4439",3422,319554
"4440",9918,68298
"4441",387707,668310
"4442",79842,75291
"4443",10584,239447
"4444",904,12455
"4445",29966,94186
"4446",26503,235504
"4447",23493,15214
"4448",22850,240442
"4449",7049,21814
"4450",79929,208158
"4451",64111,60531
"4452",57718,74521
"4453",623,12061
"4454",55159,234736
"4455",1749,13395
"4456",51205,66659
"4457",9464,15111
"4458",4914,18211
"4459",116039,107587
"4460",6602,83797
"4461",5076,18504
"4462",64232,269063
"4463",55719,226151
"4464",6875,72504
"4465",7476,22421
"4466",921,12507
"4467",84986,71085
"4468",1826,13508
"4469",8517,16151
"4470",1147,12675
"4471",3750,16506
"4472",3267,15463
"4473",5069,18491
"4474",9732,238130
"4475",80071,245902
"4476",27295,53318
"4477",9295,69207
"4478",55333,24071
"4479",8078,22225
"4480",55178,67390
"4481",16,234734
"4482",79958,70785
"4483",25970,20399
"4484",1040,74596
"4485",55704,108686
"4486",26509,226101
"4487",60672,28010
"4488",79883,244550
"4489",55074,170719
"4490",8893,224045
"4491",284217,16772
"4492",11020,67042
"4493",389136,73569
"4494",9510,11504
"4495",54836,192120
"4496",2117,27049
"4497",54951,27784
"4498",3475,15982
"4499",23127,269132
"4500",5100,18530
"4501",64798,97998
"4502",3707,320404
"4503",55361,84095
"4504",57109,227656
"4505",51031,67201
"4506",1592,13082
"4507",7541,22666
"4508",3799,16573
"4509",220134,66468
"4510",1608,110197
"4511",57110,27281
"4512",10743,19377
"4513",6294,224903
"4514",29118,30959
"4515",79169,67862
"4516",83989,68675
"4517",595,12443
"4518",686,26363
"4519",23213,240725
"4520",6850,20963
"4521",8651,12703
"4522",23012,232533
"4523",7071,21847
"4524",54901,68916
"4525",1001,12560
"4526",7182,22026
"4527",9801,56284
"4528",54432,230584
"4529",29965,66626
"4530",830,12343
"4531",928,12527
"4532",2334,14266
"4533",3781,140492
"4534",159,11566
"4535",26094,73828
"4536",55860,56444
"4537",23143,380916
"4538",317662,105428
"4539",6364,20297
"4540",60484,73940
"4541",26027,329910
"4542",55200,213522
"4543",80155,74838
"4545",7249,22084
"4546",7294,22165
"4547",9425,12593
"4548",51491,28126
"4549",91683,171180
"4550",4050,16994
"4551",7539,22696
"4552",22862,319448
"4553",29855,170644
"4554",429,17172
"4555",3337,81489
"4556",9044,107182
"4557",7536,22668
"4558",10069,53858
"4559",55218,97827
"4560",23522,54169
"4561",5816,19293
"4562",116496,63913
"4563",10758,103213
"4564",29887,71982
"4565",2029,56205
"4566",221981,330267
"4567",8399,26565
"4568",23162,30957
"4569",6468,30838
"4570",9638,235180
"4571",8557,21393
"4572",2296,17300
"4573",5493,19041
"4574",51466,14026
"4575",27123,56811
"4576",22824,18415
"4579",10164,26887
"4580",51752,80898
"4581",10928,19765
"4582",79073,68539
"4583",1728,18104
"4584",27336,72459
"4585",11005,72432
"4586",167227,70640
"4587",23398,238831
"4591",51569,67890
"4592",8538,12023
"4593",28974,101966
"4594",5620,19119
"4595",5270,20720
"4596",28981,12589
"4597",51177,67220
"4598",3306,15512
"4599",55116,230770
"4600",2064,13866
"4601",8801,20917
"4602",5283,110417
"4603",65110,67031
"4604",6643,67804
"4605",1496,12386
"4606",831,12380
"4607",6617,75627
"4608",105,94191
"4609",1791,21673
"4610",55107,101772
"4611",2703,14616
"4612",54741,230514
"4613",23230,271564
"4614",51561,83430
"4615",1996,15572
"4616",9097,59025
"4617",2917,108073
"4618",55315,71279
"4619",9148,18011
"4620",6924,27224
"4621",79172,52504
"4622",4149,17187
"4623",5784,19250
"4624",10425,23807
"4625",25888,243963
"4626",6990,67117
"4627",3185,98758
"4628",4281,17318
"4629",10003,72560
"4630",56269,210145
"4631",8590,18317
"4632",5315,18746
"4633",80319,319478
"4644",3695,16421
"4645",9054,18041
"4646",1404,12950
"4647",50859,72902
"4648",10458,108100
"4649",1740,23859
"4664",5288,18705
"4665",1503,51797
"4666",2672,14581
"4667",1393,12919
"4668",2542,14385
"4669",11282,103534
"4670",4728,225887
"4671",2888,50915
"4672",79727,83557
"4673",4129,109731
"4674",81620,67177
"4675",23350,67958
"4676",9362,12891
"4680",2331,14264
"4681",57180,242894
"4682",29081,75422
"4683",6502,27401
"4686",4239,76293
"4689",7813,14020
"4690",2798,14715
"4691",1800,13479
"4692",9512,73078
"4693",4057,17002
"4694",9282,26896
"4695",80723,245020
"4696",284352,232947
"4697",51267,243653
"4698",80127,72873
"4699",64981,94065
"4700",79602,68465
"4701",1237,12776
"4702",3052,15159
"4703",29923,69573
"4704",3196,21909
"4705",348995,69912
"4706",54859,72341
"4707",79735,233204
"4708",54872,433931
"4709",1258,333329
"4710",64777,66089
"4711",1787,13434
"4712",124583,76025
"4713",1600,13131
"4714",6237,20130
"4715",6687,234847
"4716",51311,170744
"4717",57716,19153
"4718",23506,210982
"4719",6938,21406
"4720",80308,319945
"4721",579,12020
"4722",683,12182
"4723",79990,217198
"4724",1535,13057
"4725",9055,233406
"4726",80233,71885
"4727",5140,18576
"4728",11141,331461
"4729",8659,212647
"4730",23760,56305
"4731",3551,16150
"4732",3702,16428
"4733",4833,56520
"4734",80755,69684
"4735",10781,77519
"4736",10330,56530
"4737",7062,99681
"4738",5716,53380
"4739",2693,208188
"4740",25994,56295
"4741",57118,227541
"4742",1948,13642
"4743",9609,76877
"4744",11247,104080
"4745",6514,20526
"4746",23064,269254
"4747",57835,232156
"4749",79792,69146
"4750",54758,234825
"4751",54978,74919
"4752",2828,319197
"4753",51008,69090
"4754",64393,22401
"4755",51050,94227
"4756",84168,69538
"4757",56154,104271
"4758",23076,72462
"4759",26099,213491
"4760",9200,30963
"4761",23530,18115
"4762",23607,12488
"4763",9533,20016
"4764",79664,93697
"4765",55201,270058
"4766",4084,17119
"4767",54956,214424
"4768",79675,320720
"4769",64785,78833
"4776",25960,78560
"4777",4976,74143
"4778",400451,100038347
"4779",10788,544963
"4780",55222,216011
"4781",55898,101869
"4782",1360,76703
"4783",5364,235611
"4784",6146,19934
"4785",51092,214597
"4786",23382,74340
"4787",11328,27055
"4788",533,114143
"4791",27237,230972
"4792",2357,14293
"4793",3835,110033
"4794",27351,28075
"4795",56965,67287
"4796",4808,18072
"4797",5892,19364
"4798",7538,22695
"4799",381,11844
"4800",3956,16852
"4801",474,11921
"4802",51700,320635
"4803",79828,228019
"4804",249,11647
"4805",9373,18786
"4806",5033,18451
"4807",10266,54409
"4808",55036,207607
"4809",2972,72308
"4810",23682,72433
"4814",5790,19265
"4815",9978,56438
"4816",54537,75698
"4817",388650,67266
"4818",54462,72972
"4819",9741,17775
"4820",525,110935
"4821",23075,20947
"4822",51750,269400
"4823",11021,77407
"4824",6902,21371
"4825",5921,218397
"4826",2299,14233
"4827",247,11688
"4828",6375,16963
"4831",5396,18933
"4832",6580,20517
"4833",51291,78816
"4834",54806,52906
"4835",1511,13035
"4836",80207,403187
"4837",10193,67588
"4838",57799,224624
"4839",54360,231162
"4840",28957,66230
"4841",2568,216643
"4842",30845,57440
"4843",10144,58909
"4844",8743,22035
"4845",64284,19329
"4846",1647,13197
"4847",22808,17532
"4848",7108,73166
"4849",114327,71877
"4850",55733,226861
"4851",27156,71236
"4852",5607,23938
"4853",26502,67608
"4854",885,12424
"4855",3601,16169
"4856",57175,23789
"4857",3187,59013
"4858",6767,70356
"4859",2979,107477
"4870",134,11539
"4871",6801,268980
"4872",5701,19181
"4873",85021,19707
"4874",80205,109151
"4875",55257,73247
"4876",3980,16882
"4877",54902,72795
"4878",5198,237823
"4879",9317,19212
"4880",4854,18131
"4881",113146,100041194
"4882",6709,20740
"4883",4935,18241
"4884",55038,71963
"4890",25858,67077
"4891",1945,13639
"4892",1891,51798
"4893",81562,214895
"4894",25794,238021
"4895",11130,52696
"4896",23365,69632
"4897",5001,26429
"4898",54778,93836
"4899",7181,22025
"4900",2302,15223
"4901",50674,11925
"4902",9444,19317
"4903",9104,19733
"4904",9612,20602
"4905",23683,75292
"4906",55573,321022
"4907",254394,71567
"4908",8408,22241
"4909",23211,330474
"4910",4617,17877
"4911",25780,240168
"4912",9231,71228
"4913",4656,17928
"4914",23008,76788
"4915",2984,14917
"4916",23467,73340
"4917",29893,19183
"4918",643,12145
"4919",3626,16325
"4920",10808,15505
"4921",23484,68192
"4922",7318,74153
"4923",3836,16646
"4924",79809,73668
"4925",6810,20909
"4926",5727,19206
"4927",1656,13209
"4928",3416,15925
"4929",694,12226
"4930",23529,56708
"4931",5511,100336
"4932",51421,56332
"4933",1058,12615
"4934",3491,16007
"4935",8800,18631
"4936",657,12166
"4937",84549,67920
"4938",22930,226407
"4939",1770,237806
"4940",10391,235431
"4941",22982,208440
"4942",283537,71706
"4943",155,11556
"4947",7799,110593
"4948",1441,12986
"4949",3059,15163
"4950",6490,20431
"4951",112950,80509
"4952",9749,215789
"4953",51475,29866
"4954",79622,78372
"4955",635,12116
"4956",947,12490
"4957",9182,237504
"4958",50489,246278
"4959",7431,22352
"4960",1538,67407
"4961",9898,74383
"4962",54814,67369
"4963",56667,17063
"4964",5287,240752
"4965",9706,29869
"4966",58158,11923
"4967",8541,76787
"4968",26266,243755
"4969",54681,74443
"4970",6513,20525
"4971",5141,18577
"4972",219333,22217
"4973",915,12500
"4974",2054,13852
"4975",11097,231042
"4976",22978,76952
"4977",9278,81630
"4978",144404,330189
"4979",23216,57915
"4980",9311,171209
"4981",678,12193
"4982",6530,20538
"4983",231,11677
"4984",80219,67876
"4985",10865,214855
"4986",22877,208104
"4987",79991,108689
"4988",22905,13855
"4989",6456,20404
"4990",9271,57749
"4991",56951,213673
"4992",4607,17868
"4993",23094,74206
"4994",26135,66870
"4995",9836,329504
"4998",25862,224836
"4999",5093,23983
"5000",5423,18970
"5001",27115,29863
"5002",8883,234664
"5003",7133,21938
"5004",2896,14824
"5005",27000,22791
"5006",5606,26397
"5007",23457,56325
"5008",80757,69195
"5009",283298,244198
"5010",5142,18578
"5011",1264,12797
"5012",28986,75625
"5013",2342,110606
"5014",23322,244585
"5015",51182,50497
"5016",9975,353187
"5017",6583,30805
"5018",26275,227095
"5019",9674,67647
"5020",10379,16391
"5021",2099,13982
"5022",54622,218639
"5023",8833,229363
"5024",275,434437
"5025",27087,76898
"5026",22919,13589
"5027",5119,234852
"5028",9139,12396
"5029",23279,59015
"5030",10365,16598
"5031",54474,66809
"5032",80304,238037
"5033",79767,234683
"5034",7923,14979
"5035",55700,245877
"5036",11133,70394
"5037",419,109979
"5038",5435,69833
"5039",9670,230673
"5040",1968,26905
"5041",23770,14232
"5042",5525,226849
"5043",6422,20377
"5044",8291,26903
"5045",6399,66226
"5046",10207,12695
"5047",26228,56792
"5048",54802,66966
"5049",6623,20618
"5050",9144,20973
"5051",5009,18416
"5052",55506,404634
"5053",7058,21826
"5054",23118,68652
"5055",55831,66087
"5056",2059,13860
"5057",10620,56380
"5058",93643,74094
"5059",10525,12282
"5060",81797,258832
"5061",9764,234797
"5062",79745,78785
"5063",387509,100129
"5064",10609,66180
"5065",5036,18813
"5066",8842,19126
"5067",7994,244349
"5068",10905,17156
"5069",9208,16978
"5070",55173,64657
"5071",154661,242819
"5072",79782,320352
"5073",2873,209318
"5074",3856,16691
"5075",6336,20264
"5078",8643,19207
"5079",10038,11546
"5080",6821,211389
"5081",1977,13684
"5082",23067,208043
"5083",3872,16667
"5084",641,12144
"5085",81831,74513
"5086",9099,53376
"5087",8912,58226
"5088",79931,414084
"5089",8464,109115
"5090",4240,17304
"5091",3104,100090
"5092",25789,67937
"5093",266977,77596
